738871.583184,3143.00,51.22,0.00
738871.583185,3245.00,51.22,0.00
738871.583186,3346.00,51.22,0.00
738871.583187,3447.00,51.22,0.00
738871.583188,3549.00,51.22,0.00
738871.583191,3650.00,51.28,0.00
738871.583191,3751.00,51.28,0.00
738871.583192,3853.00,51.22,0.00
738871.583193,3954.00,51.22,0.00
738871.583194,4056.00,51.28,0.00
738871.583196,4157.00,51.28,0.00
738871.583197,4258.00,51.16,0.00
738871.583198,4361.00,51.22,0.00
738871.583199,4462.00,51.22,0.00
738871.5832,4563.00,51.22,0.00
738871.583201,4665.00,51.22,0.00
738871.583203,4766.00,51.22,0.00
738871.583204,4868.00,51.22,0.00
738871.583205,4969.00,51.22,0.00
738871.583206,5070.00,51.22,0.00
738871.583207,5172.00,51.28,0.00
738871.583208,5273.00,51.28,0.00
738871.583209,5374.00,51.22,0.00
738871.583211,5476.00,51.28,0.00
738871.583212,5577.00,51.22,0.00
738871.583213,5679.00,51.22,0.00
738871.583214,5780.00,51.22,0.00
738871.583215,5881.00,51.22,0.00
738871.583217,5983.00,51.22,0.00
738871.583218,6084.00,51.22,0.00
738871.583219,6185.00,51.22,0.00
738871.58322,6287.00,51.16,0.00
738871.583221,6389.00,51.22,0.00
738871.583223,6491.00,51.28,0.00
738871.583224,6592.00,51.22,0.00
738871.583225,6693.00,51.22,0.00
738871.583226,6795.00,51.28,0.00
738871.583227,6896.00,51.22,0.00
738871.583228,6998.00,51.22,0.00
738871.58323,7099.00,51.22,0.00
738871.583231,7200.00,51.28,0.00
738871.583232,7302.00,51.28,0.00
738871.583233,7403.00,51.22,0.00
738871.583234,7504.00,51.22,0.00
738871.583235,7606.00,51.22,0.00
738871.583236,7707.00,51.22,0.00
738871.583238,7809.00,51.22,0.00
738871.583239,7910.00,51.28,0.00
738871.58324,8011.00,51.22,0.00
738871.583241,8113.00,51.28,0.00
738871.583242,8214.00,51.28,0.00
738871.583244,8316.00,51.22,0.00
738871.583245,8418.00,51.28,0.00
738871.583246,8519.00,51.22,0.00
738871.583247,8621.00,51.22,0.00
738871.583248,8722.00,51.22,0.00
738871.58325,8823.00,51.22,0.00
738871.583251,8925.00,51.22,0.00
738871.583252,9026.00,51.22,0.00
738871.583253,9127.00,51.22,0.00
738871.583254,9229.00,51.22,0.00
738871.583255,9330.00,51.22,0.00
738871.583256,9432.00,51.22,0.00
738871.583258,9533.00,51.22,0.00
738871.583259,9634.00,51.22,0.00
738871.58326,9736.00,51.22,0.00
738871.583261,9837.00,51.22,0.00
738871.583262,9938.00,51.28,0.00
738871.583263,10040.00,51.22,0.00
738871.583265,10141.00,51.28,0.00
738871.583266,10244.00,51.28,0.00
738871.583267,10345.00,51.22,0.00
738871.583268,10446.00,51.22,0.00
738871.583269,10548.00,51.28,0.00
738871.583271,10649.00,51.22,0.00
738871.583272,10750.00,51.22,0.00
738871.583273,10852.00,51.22,0.00
738871.583274,10953.00,51.28,0.00
738871.583275,11055.00,51.28,0.00
738871.583277,11156.00,51.22,0.00
738871.583278,11258.00,51.28,0.00
738871.583279,11360.00,50.98,9.05
738871.58328,11461.00,50.98,8.28
738871.583281,11563.00,50.92,8.28
738871.583282,11664.00,50.98,8.28
738871.583283,11765.00,50.92,8.12
738871.583285,11867.00,50.92,8.28
738871.583286,11968.00,50.92,8.12
738871.583287,12069.00,50.92,8.28
738871.583288,12172.00,50.86,8.28
738871.583289,12273.00,50.86,8.43
738871.58329,12375.00,50.92,8.28
738871.583292,12476.00,50.86,8.43
738871.583293,12577.00,50.92,8.28
738871.583294,12679.00,50.86,8.28
738871.583295,12780.00,50.92,8.12
738871.583296,12881.00,50.92,8.43
738871.583298,12984.00,50.92,8.12
738871.583299,13085.00,50.92,8.28
738871.5833,13187.00,50.92,8.28
738871.583301,13288.00,50.86,8.28
738871.583302,13389.00,50.92,8.28
738871.583303,13491.00,50.86,8.43
738871.583305,13592.00,50.92,8.43
738871.583306,13693.00,50.92,8.28
738871.583307,13796.00,50.92,8.28
738871.583308,13897.00,50.92,8.28
738871.583309,13999.00,50.92,8.12
738871.58331,14100.00,50.92,8.12
738871.583312,14201.00,50.86,8.28
738871.583313,14303.00,50.86,8.28
738871.583314,14404.00,50.92,8.28
738871.583315,14505.00,50.92,8.28
738871.583316,14608.00,50.92,8.28
738871.583317,14709.00,50.86,8.28
738871.583319,14811.00,50.86,8.28
738871.58332,14912.00,50.86,8.28
738871.583321,15013.00,50.92,8.28
738871.583322,15115.00,50.86,8.28
738871.583323,15216.00,50.92,8.12
738871.583325,15318.00,50.86,8.28
738871.583326,15419.00,50.86,8.43
738871.583327,15521.00,50.92,8.28
738871.583328,15623.00,50.86,8.28
738871.583329,15724.00,50.92,8.12
738871.583331,15825.00,50.92,8.12
738871.583332,15927.00,50.92,8.12
738871.583333,16028.00,50.86,8.28
738871.583334,16130.00,50.92,8.28
738871.583335,16231.00,50.86,8.28
738871.583336,16333.00,50.92,8.43
738871.583337,16435.00,50.86,8.12
738871.583339,16536.00,50.86,8.28
738871.58334,16637.00,50.92,8.12
738871.583341,16739.00,50.86,8.28
738871.583342,16840.00,50.92,8.28
738871.583343,16942.00,50.86,8.28
738871.583344,17043.00,50.86,8.12
738871.583346,17145.00,50.92,8.28
738871.583347,17247.00,50.86,8.28
738871.583348,17348.00,50.92,8.28
738871.583349,17449.00,50.86,8.28
738871.58335,17551.00,50.86,8.12
738871.583352,17652.00,50.86,8.28
738871.583353,17754.00,50.86,8.28
738871.583354,17855.00,50.86,8.28
738871.583355,17957.00,50.92,8.43
738871.583356,18059.00,50.86,8.12
738871.583357,18160.00,50.86,8.28
738871.583359,18262.00,50.92,8.28
738871.58336,18363.00,50.92,8.28
738871.583361,18464.00,50.86,8.28
738871.583362,18566.00,50.86,8.28
738871.583363,18667.00,50.86,8.12
738871.583364,18769.00,50.92,8.28
738871.583366,18871.00,50.92,8.12
738871.583367,18972.00,50.86,8.28
738871.583368,19074.00,50.86,8.12
738871.583369,19175.00,50.86,8.28
738871.58337,19276.00,50.86,8.28
738871.583371,19378.00,50.86,8.28
738871.583373,19479.00,50.86,8.28
738871.583374,19580.00,50.86,8.28
738871.583375,19683.00,50.86,8.28
738871.583376,19784.00,50.86,8.28
738871.583377,19886.00,50.86,8.28
738871.583379,19987.00,50.86,8.28
738871.58338,20088.00,50.86,8.28
738871.583381,20190.00,50.86,8.12
738871.583382,20291.00,50.86,8.28
738871.583383,20392.00,50.86,8.28
738871.583385,20495.00,50.86,8.28
738871.583386,20596.00,50.86,8.28
738871.583387,20698.00,50.86,8.28
738871.583388,20799.00,50.86,8.28
738871.583389,20900.00,50.80,8.28
738871.58339,21002.00,50.86,8.43
738871.583391,21103.00,50.86,8.43
738871.583393,21204.00,50.86,8.28
738871.583394,21307.00,50.86,8.28
738871.583395,21408.00,50.86,8.12
738871.583396,21510.00,50.86,8.28
738871.583397,21611.00,50.80,8.28
738871.583398,21712.00,50.86,8.12
738871.5834,21814.00,50.86,8.28
738871.583401,21915.00,50.86,8.28
738871.583402,22017.00,50.86,8.28
738871.583403,22119.00,50.80,8.28
